x,y,burden,stage
4.1298738,7.2328944,0.006500050610422641,0_normal
-3.843082,9.489047,0.02132186288332075,2_malignant
14.8092575,7.1332593,0.002837050145196677,0_normal
-5.773549,9.929987,0.015952669750353633,2_malignant
10.342138,9.654137,0.005632077076495902,0_normal
1.6505319,-2.0428872,0.024739482345797578,2_malignant
-2.9083385,11.815984,0.02404237282811638,2_malignant
10.579159,4.520435,0.003801726193909018,0_normal
-4.521195,12.674376,0.017108769173274425,2_malignant
-3.0811641,11.494644,0.02488406268820837,2_malignant
-3.9817226,10.243515,0.023899288478060176,2_malignant
10.284463,5.058634,0.020698534318211583,0_normal
10.635552,2.6270602,0.009284823797111234,2_malignant
5.609131,3.4166634,0.006918112175912961,0_normal
6.9840045,5.325463,0.008311069702347117,1_benign_lesion
12.23764,1.0722665,0.010888509516972953,0_normal
-2.951308,7.8814206,0.018664467659833716,2_malignant
15.086027,14.70275,0.0042102043595040415,0_normal
7.8065696,4.989055,0.004225073953989599,1_benign_lesion
9.158582,10.466149,0.021034187274354736,0_normal
-2.689216,11.509039,0.02040446249548885,2_malignant
11.8519,6.3949957,0.011477667510184069,0_normal
10.397432,4.9112873,0.025532573087379808,0_normal
-2.8889296,14.926078,0.011889110549961987,2_malignant
10.288273,5.162244,0.0035244634512164442,0_normal
1.4086882,-2.1082537,0.021023001148034584,2_malignant
11.605977,3.1391406,0.012536890544056618,0_normal
13.380723,7.1104875,0.0041641871921313895,0_normal
-3.7571836,9.0204315,0.019036074034076183,2_malignant
9.877843,10.857227,0.005681308900752925,1_benign_lesion
-4.2097583,11.586632,0.025526971619188966,2_malignant
5.6253695,19.619226,0.018129633367630172,1_benign_lesion
-2.1972537,10.056949,0.023761443952679245,2_malignant
-2.5232348,9.195498,0.016692887905796015,2_malignant
9.612957,12.012075,0.00942378050446424,1_benign_lesion
-2.781448,10.104246,0.02742638489990561,2_malignant
-2.5970511,7.358618,0.024091866881983302,2_malignant
-2.6366017,4.7223907,0.012077290998339128,2_malignant
-3.508117,13.693747,0.016020717914112782,2_malignant
11.5253105,1.301859,0.008140055362269357,1_benign_lesion
11.900381,3.0496325,0.0034622677763238483,0_normal
8.96184,5.8551664,0.005782089623571392,0_normal
9.440212,7.4255676,0.0017447294622523527,0_normal
-3.749583,11.7052765,0.019549488917196267,2_malignant
-5.110326,9.300114,0.022038409360885882,2_malignant
-4.2327013,9.192658,0.02251408175031705,2_malignant
12.013459,0.82490516,0.017391723442088065,0_normal
6.975698,4.608127,0.007591593960863083,1_benign_lesion
-0.87182677,8.701525,0.026030384220768796,2_malignant
11.269402,3.2338848,0.009355373168383946,0_normal
11.068353,1.5938247,0.013582537624529926,0_normal
-1.9605047,9.415482,0.018046863443261216,2_malignant
8.214999,2.4095786,0.010691938946602147,2_malignant
-5.132581,9.730852,0.016651603236221488,2_malignant
-3.03962,14.4496,0.015175037853122797,2_malignant
8.438667,5.8477116,0.0030176700394823164,1_benign_lesion
-3.0833132,14.611259,0.020053202057661684,2_malignant
-3.5666385,9.251633,0.01754801280373067,2_malignant
-2.8416746,13.896679,0.022119379293937577,2_malignant
8.504803,5.4777145,0.011733796637614518,0_normal
1.1744783,-2.727393,0.026842424130706647,2_malignant
11.370222,5.062169,0.007135826032074313,0_normal
1.9985635,-3.4085407,0.028285694717914173,2_malignant
8.484226,4.9296827,0.005267124245414887,1_benign_lesion
10.722807,4.870429,0.0124619971981094,0_normal
